"comment_author","comment_date","comment_text"
"Lanca Temujhin","2022-01-29T22:39:42Z","So buy land in northern Canada or Russia.  And hope some idiot starts a nuclear war and 5 billion souls are wiped out."
"Thecrippled Pancake","2022-01-29T22:36:24Z","We’re gonna have to use pipelines to move vast amounts of water around.  Just like we do with oil pipelines."
"Gamer 304","2022-01-29T22:06:19Z","By the year ""2100"" imagine Jesus coming in 2074."
"jannis larisa","2022-01-29T19:39:33Z","Is done no chance game over Humans the cancer of planet Earth."
"dave+fran bailey","2022-01-29T19:30:26Z","Woohoo no more snow 🍾"
"miloš benčič","2022-01-29T18:58:50Z","The global smartheads are cooling the earth surface and the result is more heat inside and more volcanos are erupting.The earth will explode."
"lazenby. tim","2022-01-29T18:04:00Z","I wish people would stop banging on about sea level rise. Its the least of our worries. Famine is top of the list!!"
"Mindset Reset ","2022-01-29T17:20:59Z","It's sad that the people who need to watch this will never watch this."
"adolfo stalini","2022-01-29T15:39:30Z","Anyway, it is too late to alter course. So we could either adapt or artificially modify the climate."
"revjjj260","2022-01-29T14:41:34Z","you have forgotten what volcanic winter looks like"
"Blue Spartan","2022-01-29T06:57:58Z","The saddest part is that the people doing the most damage are doing the least about it, but get special treatment as long as they are the ""correct"" political party. Politics are slowing down solutions at a deadly rate."
"bene ebos","2022-01-29T00:21:03Z",""" It will go away in the warm season, believe me !"""
"Zaid Chowdhury","2022-01-29T00:09:42Z","'Say Global Warming is a myth'- Nelson Muntz"
"JLA M.","2022-01-28T23:26:08Z","Jesus saves"
"Ben Spotts","2022-01-28T23:14:08Z","As many of you freeze your fanny's off this winter think of the real consequences of the Tonga eruption.  Worldwide roughly a half of a degree colder than it is already getting.  F Al Gore"
"Adrin Johnson","2022-01-28T23:05:48Z","The Amount of Constant Releases of Radioactivity...Isotopes and the When Melted Down it becomes Curium to which is Hundreds of Times more Deadly than Plutonium P239."
"Adrin Johnson","2022-01-28T23:03:18Z","Nuclear Power Contamination Meltdowns and Blow ups....Fukushima is an ELE Extermination Level Event. Add to this still current usage of operating plants. Ever Wonder Why 99% of All Nuclear Plants Exist in Farmlands???"
"CoffinPainFlam18","2022-02-22T01:11:09Z","So other videos that talk about the far future say that earth will become uninhabitable in around 350 million years And I think climate change will  make earth uninhabitable faster"
"John Harrison","2022-02-10T10:27:46Z","Are you quoting that Norwegian guy? He kept saying ""we'll be 10x richer by the end of the world"" and then Joe was like ""do you mean the end of the century?"" and he was like ""yeah, end of the century""."
"Communication Coach: Courage, Comedy, Canines","2022-02-10T22:39:05Z","@John Harrison Hey, on here, anything is possible. I've got some footage I haven't uploaded yet that'll blow most minds including a clip that almost blew up the two reporters who were very foolish. Well, if they could grasp it anyway. cheers"
"John Harrison","2022-02-10T22:12:00Z","@Communication Coach: Courage, Comedy, Canines I'm being sarcastic. Obviously anyone who knows about methane hydrate is aware of how dangerous it is."
"Communication Coach: Courage, Comedy, Canines","2022-02-10T17:00:10Z","@John Harrison WTH?"
"John Harrison","2022-02-10T10:28:55Z","Yayy methane Hydrate!"
"John Harrison","2022-02-10T10:29:39Z","you get tropical storms and spain becomes more arid. You'll also get tens of millions of climate refugees from the middle east."
"John Harrison","2022-02-10T10:31:05Z","Yes! the solution to global warming are plants and trees."
"local egoist","2022-02-12T20:59:01Z","You wish"
"angry spoidah","2022-02-05T06:42:15Z","They pay attention and notice the subtle and...not so subtle changes in nature."
"Steven Hull","2023-02-05T09:59:16Z","Actually they are as guilty as anybody else. Think how many trees they have cut down for firewood and charcoal making."
"Satguy","2022-02-05T02:45:49Z","Here's the problem, since virtually everything comes from oil if petroleum becomes scarce, products made from petroleum become scarce as well. Plastics, fabrics, soaps, pharmaceuticals, life-saving equipment used in hospitals, clothing, glues, wind turbine blades, solar panels, the ability to heat and cool your house,  boats, shoes, our vehicles and weekend toys along with all of our electronics to name just a few. Are they willing to give those up?"
"local egoist","2022-02-12T20:59:33Z","Go back to school"
"John Harrison","2022-02-10T10:37:05Z","and yet temps are at record highs, how counterintuitive."
"local egoist","2022-02-12T21:00:34Z","Ah yes the left famous for loving taxes"
"Amuro Ray","2022-11-01T01:34:05Z","You have 0 clue how science works if you were expecting a sudden change. Global warming is gradual."
"Enrico Todaro","2022-02-04T10:09:20Z","Extreme Floods in 2021for example"
"L C","2022-02-04T00:21:56Z","A lot has happened since then. Have you been paying attention?"
"David Roscoe","2022-08-02T00:00:05Z","@Joern Haese This is incorrect old data, This figure I am aware of, however it did not account for the gradual reduction in altitude of the satellite, once this was done the figure of 1mm was obtained."
"Joern Haese","2022-08-01T23:18:25Z","@David Roscoe ... I dont know what you are reading or where you get your information from. I just checked NASA-gov!
Here, read this: ""Oceanographer and climate scientist Josh Willis of NASA’s Jet Propulsion Laboratory in Pasadena said: 
“Thanks to satellite and tide gauge data, we know that sea level is rising about 3.3 millimeters (0.13 inches) a year, a rate that grows by another 1 millimeter (0.04 inches) per year every decade or so,” Willis said. “Each year, global warming is currently adding about 750 gigatonnes of water to the ocean!"" Before you get back to me, get your facts right!"
"David Roscoe","2022-08-01T07:21:37Z","@Joern Haese Read the study done by the Auckland University. AFP fact check won't get you valid information- nothing to do with construction. 

Scientists at the University of Auckland found atolls in the Pacific nations of Marshall Islands and Kiribati, as well as the Maldives archipelago in the Indian Ocean, have grown up to 8 per cent in size over the past six decades despite sea level rise.

They say their research could help climate-vulnerable nations adapt to global warming in the future.

The scientists used satellite images of islands as well as on-the-ground analysis to track the changes.

Coastal geomorphologist Dr Paul Kench said coral reef sediment was responsible for building up the islands.


NASA has published data stating the rise of sea level is only 1mm per year, one metre in one thousand years give or take, nothing to panic about.."
"Joern Haese","2022-07-31T18:49:57Z","@David Roscoe ---- AFP FactCheck: An article shared online says Pacific islands are growing and are therefore not threatened by climate change. The claim misrepresents scientific research: one of the studies cited said the expansion was mostly due to construction, while scientists agree that rising seas and stronger storms threaten such islands. --- there is more on that !"
