"comment_author","comment_date","comment_text"
"truthsout","2019-06-09T01:30:37Z","Carbon is a basic building block of  LIFE. Your life, my life and all the animals and plants. When the dinosaurs were here there was 80% more carbon than now. 34,847 scientists know the REAL truth.  That the mean Temp of Earth is between .6 and .8 of a degree warmer than 100 years ago."
"Thomas Petersson","2019-06-08T17:11:35Z","But it is not linear"
"Alozie Ray","2019-06-08T07:15:55Z","With all these calls about Climate Change, Global Warming, I just want to ask "" Who was there when God created the World and everything in it? How can man creation be better than than God's creations?  Please let us seek other means of money making and forget all these fear mongering tactics. Only God knows how to handle his creations."
"Philip Seitz","2019-06-07T20:51:45Z","Thank Obama is the leading edge of idiots"
"Buddy Silver","2019-06-07T16:02:33Z","GEOENGINEERING - WEAPONIZING THE WEATHER!
Here is your problem!
Google it!"
"Stanley Cates","2019-06-07T14:11:35Z","Leftist globalists and dumb repubs (like the Bushes) want AGW to unite the world into one under the UN. Freedom is not free. I am white and a nationalist. Keep the USA free and sovereign. MAGA Trump 2020"
"Pete Conrad","2019-06-07T11:45:36Z","No evidence offered that the models are wrong.
“I’ve lived through acid rain and a hols in the ozone layer”, yes which were avoided by enforcingchange in our behaviour.
You find one climatologist who is unsure of the evidence and that is more compelling to you than the 3,000 who are sure of it.

This is the most idiotic and amateur “documentary” I think I’ve ever seen."
"RTSC","2019-06-07T03:10:09Z","People live in hot places. They have air conditioning."
"srt8turbo awdjeep","2019-06-05T23:49:34Z","CO2 is the food for our food!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
"Jose Espinosa","2019-06-03T20:52:15Z","So Judit Caret main complain is that people want to see if there is any conflict of interest on her change of view ... How evil this people are"
"Rum Have","2019-06-03T20:33:40Z","Just the fact that ""deniers"" are demonized and shut down, is enough for me to call Bullshit!
Just counter their claims with the truth if you can.......you can't."
"cff121","2019-06-03T06:01:00Z","John 

1) the planet IS warming - UNDISPUTED FACT
2) the warming is directly correlated with the levels of CO2 concentration in the atmosphere - UNDISPUTED FACT.
3) These levels of CO2 concentrations are caused by the human consumption of fossil fuels for energy - UNDISPUTED FACT.
4) There IS an increase in droughts, wildfires, hurricanes, blizzards, flooding and other natural disasters as a result of this warming - UNDISPUTED FACT.
5). Changes in the environment brought about by humans can have catastrophic consequences for the biosphere and that directly affects us humans (there is no other currently know place in the universe where we can effectively life).  So be kind to the planet - we literally cannot live without her."
"JACK STANFIELD","2019-06-03T04:51:23Z","The latest satanic scare: GW.  Let’s do like the Aztecs: cut out the heart of a virgin; to make a propitiation to the climate gods. Great solution: cheap, no tax raise, no buying of a useless electric car etc.  
Where to get a virgin? Hmmm.  How about a fake virgin?  HOLLYWOOD.  Lots of Weinstein virgins there."
"Chebva Romero","2019-06-02T21:47:20Z","It's still snowing here in Colorado and it's already June. I hope global warming is real. We could sure use it. I am not seeing this ""global warming"" at all. Sounds like agenda bullshit."
"clive bonham","2019-06-02T09:57:20Z","I rember the acid rain thing. Is anywhere got acid rain?"
"Rick Kooi","2019-06-01T23:49:50Z","The Milankovitch Cycles have clearly explained the cycles of Earth's most powerful NATURAL CYCLES  of Glaciation with brief inter glacial warm periods.  For over 7500 to 8500 years world temps were trending slowly down toward our next glaciation in sync with the Milankovitch cycles.   What TERMINATED these NATURAL CYCLES in the late 1700s.
EVEN while all of the causes of GLACIATIONS continue to this very day.
WE SHOULD BE COOLING!
Over the last 40-50 years these glaciation cycles should have been strengthened by a slight dip in solar output yet during this exact 40-50 years, world Temperatures have been consistently rising.

Global climate trend since Nov. 16, 1978, shows +0.14 C ...

https://phys.org/news/2014-12-global-climate-trend-nov-decade.html

Dec 04, 2014 · Global climate trend since Nov. 16, 1978, shows +0.14 C increase per decade by the University of Alabama in Huntsville 1978-2014 Trend Map

http://www.texasobserver.org/wp-content/uploads/2014/05/climate-CS_global_temp_and_co2_1880-2012_V3-759x575.png"
"Karl Ceulemans","2019-06-01T21:02:52Z","Human-induced climate change is now firmly established as fact. It is downright idiotic to think you know better than all the world's top climate scientists combined. Of course you'll all come up with a list of would-be ""scientists"" who might be into some climate change denial, but be sure that these are hacks and totally unqualified. Of course you'll do anything to blind yourselves for the truth because you think it doesn't fit your political agendas. The problem is that there is no more time for this immature idiocy to distract humanity from doing something urgently about CO2 emissions. It's time TO STOP TREATING THE ATMOSPHERE LIKE A GIANT WASTE BIN FOR CO2."
"David Schneider","2019-06-01T12:00:33Z","Let’s worry about the 40,000 people who die of Heart Disease and Diabetes first."
"Claudia Alvaran","2019-06-01T09:46:36Z","Climate change always  was and will happened. 
with humans or without. 
LEFTIST AND DEMOCRATS NEW FUNDAMENTALIST RELIGION. And the only they want is your money."
"troy hunter","2019-05-31T04:24:59Z","You deniers are all fukn chumps!"
"Woody","2019-05-30T06:46:11Z","And here I stand, looking at the Retarded States of America which can't even deal with cleaning their water and making it worse until fire comes out of the tap. This country is truly, in all of it's existence, lost."
"Mahoney Technologies","2019-05-29T19:52:09Z","Get Obama’s face off YouTube"
"James Quinney","2019-05-29T03:38:35Z","I like the cold"
"B R Pawan Kumar Iyengar","2019-05-27T14:27:44Z","Good Video and tells the truth"
"The Kid","2019-05-27T04:29:50Z","Solar energy is more polluting  than nuclear energy read up on it electric cars might not pollute but how are batteries made how is electric made it pollutes all the same"
"Eric B","2019-05-27T00:25:43Z","“This was the moment when the rise of the oceans began to slow...” *How cocky is that?!*"
"Crazy As it is","2019-05-26T21:43:57Z","Whooow, a president that says the discussion is over, eat my shit or i will ban you to denier!! About climate science? It’s like killing the wheatherman when he predict the wrong wheather,..glad Obama is gone!"
"Wyo Drifter","2019-05-26T12:26:41Z","More fear for more tax programs. You ever notice no one ever says anything positive about the earth. Makes you think"
"shazbot10","2019-05-25T17:47:32Z","Need to build the wall to keep the warm air coming from Mexico"
"Dan Antrich","2019-05-25T17:47:22Z","If you're really that worried about climate change don't reproduce!"
"Daniel Dougan","2019-05-25T15:11:39Z","More lies from Stossel."
"280zjammer","2019-05-25T04:32:50Z","The planet is healthier from warming. The sun caused it. Carbon dioxide is self regulating. Liberals should stop breathing the warm air. According to this video, global warming is stealing money from actual issues."
"Rev. Matthew","2019-05-24T15:56:32Z","More extractive industries paid actors promoting their lies to delay action and increase profits!

Climate change fueled by global warming accelerated by human activity is real. It is our greatest challenge. We can rise above the partisan banter, demand your representative support the Green New Deal before it is to late to mitigate the coming destruction of rising seas, etc., etc., etc."
"Ya Yeet","2019-05-24T08:55:22Z","This is the most skewed excuse for journalism I’ve seen since Fox News"
"FINEST 1063","2019-05-24T04:43:30Z","The earth is 3.5 billion years old and during that time there has probably been hundreds of epic environmental changes from ice ages to the shifting of continents to probably long periods of heat. Industrialism as we know it has been around how long? 150-200 yrs ?? So in that short time we have dramatically change the direction of the climate of the earth through our CO2 emissions ??

Climate change plain and simple is a leftist socialist movement to control the means of production."
